id_recepta,st_koraka,korak
127,3,"In a medium bowl, add the mayonnaise, gochujang and 1 tablespoon water."

127,4,Whisk to combine.\u00a0 Add the coleslaw and scallions and toss to combine.

127,5,Heat a clean outdoor grill (make sure the grates are clean and lightly oiled) or if cooking indoors an oiled grill pan over medium-high heat.

127,6,"Place salmon pieces, flesh side down, on the grill and cook 3-5 minutes (thinner fillets will cook quicker than a thicker piece), or until salmon easily releases from the grill and is nicely charred."

127,7,"Carefully flip with a spatula, top each piece with a tablespoon of reserved marinade and cook an additional 2-4 minutes or until fish flakes easily with a fork."

127,8,Set aside on a clean cutting board or plate.

127,9,"Meanwhile, heat the tortillas over an open flame, on the grill or microwave."

127,10,Place 2 tortillas each on 4 plates.

127,11,"Using a spatula, break up the fish into pieces, sliding the spatula between the flesh and skin to remove the skin."

127,12,Place a piece or 2 of salmon on each tortilla then top each with 1\/3 cup slaw.\u00a0 Repeat with remaining fish and slaw.\u00a0 Serve immediately.

128,0,Preheat the oven to 350\u00baF. Spray a 9 x 9-inch baking dish with cooking spray.

128,1,Heat a large skillet over medium-high heat and spray with oil.

128,2,"Add ground turkey, cumin, smoked paprika, garlic powder, chili powder and salt and cook, stirring until cooked through and browned, about 7-9 minutes."

128,3,Add the refried beans and mix well. Spread evenly over the bottom of the baking dish.

128,4,"Next, pour the salsa and green chilies on top."

128,5,Place into the preheated oven and bake for 35 minutes until the edges begin to bubble. .

128,6,"Remove from oven, top with shredded cheese, place back into oven just long enough to melt the cheese, about 6 to 7 more minutes. Remove from oven and sprinkle with tomato, avocado, cotija, scallions and cilantro. Serve with chips"

129,0,Heat salted water\u00a0to a boil over high heat in a heavy-bottomed 2 or 3 quart pot.

129,1,"Slowly add the polenta into the boiling water, whisking while you add it to prevent any lumps from forming."

129,2,Lower the heat to a very low simmer and add the butter.

129,3,"Continue to whisk the polenta until it starts to thicken. Then cover the pan and let the polenta cook for 25 to 30 minutes, stirring occasionally with a wooden spoon so the polenta doesn&#39;t stick to the bottom of the pot."

129,4,"The polenta should be soft and tender when done. If not, let it cook a few minutes longer."

129,5,"Add the pumpkin, Pecorino cheese and nutmeg, stir it into the polenta."

129,6,Taste for salt as needed.

130,0,"Heat olive oil in a medium skillet and add the sofrito, saute 3 to 4 minutes, stirring. If the sofrito is frozen, cover on low until it melts, then saute."

130,1,"Add the remaining ingredients and bring to a boil, cover and simmer 15 minutes, until the flavors meld and thicken. Uncover and simmer 5 minutes over medium heat, stirring."

130,2,"If you want thicker beans, uncover and simmer longer. For soupier beans, add more water."

130,3,Taste for salt before serving and adjust as needed.

130,4,"Serve over white rice, if desired."

131,0,Place butternut squash in the air fryer basket and spray with olive oil spray.

131,1,"Air fry 340F 20 to 23 minutes*, shaking the air fryer basket a few times until the squash is fork tender and golden."

131,2,"Meanwhile, in a small bowl, combine the onion powder, garlic powder, sweet paprika, cayenne, salt and brown sugar, if using."

131,3,"When the squash is tender, drizzle and toss the squash with olive oil."

131,4,Add the spice mixture and toss gently to coat; cook 3 to 4 more minutes. Serve hot.

132,0,"In a large skillet over high heat, brown the beef and sausage and season with 3\/4 teaspoon salt. Brown the meat, breaking it into smaller pieces with your spoon until cooked through, 4 to 5 minutes. Transfer to the slow cooker."

132,1,"Add 2 teaspoons olive oil to the skillet. Add onions, celery and carrots and saut\u00e9 on medium-low for about 3 to 4 minutes, until soft. Transfer to the slow cooker, add the crushed tomatoes, bay leaves, and Parmesan rind if using, cover and cook low 4 to 6 hours. (Any longer, the sauce will burn.)"

132,2,"When the meat sauce is ready, discard bay leaves and rind and serve."

133,0,Preheat oven to 325F. Grease a 9x5 inch loaf pan with baking spray.

133,1,"In a medium bowl, combine flour, baking soda, cinnamon, pumpkin spice and salt with a wire whisk. Set aside."

133,2,"In a large bowl, cream butter and sugar with an electric mixer."

133,3,"Add egg whites, egg, bananas, pumpkin and vanilla, and beat at medium speed until thick. Scrape down sides of the bowl."

133,4,"Add flour mixture and nuts (if using), then blend at low speed until combined. Do not over mix."

133,5,"Pour batter into loaf pan and bake on the center rack for 55 to 60 minutes, or until a toothpick inserted in the center comes out clean."

133,6,"Let the pan cool at least 20 minutes, bread should be room temperature before slicing."

134,0,"Heat a medium size skillet over medium heat. Spray lightly with oil and add the butter. Once the butter has melted and starts to foam, add the onions and \u00bc teaspoon salt."

134,1,"Cook the onions for 10-12 minutes, or until the edges have browned, stirring often."

134,2,"Meanwhile, beat the eggs in a small bowl with 1\/8 teaspoon salt and pepper, to taste."

134,3,"When the onions have browned, add the eggs and scramble until almost cooked through."

134,4,"Just before eggs are set, turn off the heat and add the salmon."

134,5,"Gently fold in the salmon until heated through and evenly combined, about 30 seconds. Top with chives or scallions and serve."

135,0,"Whisk olive oil, Dijon, shallots and vinegar with a pinch of salt and black pepper."

135,1,"Pour over Brussels in a large bowl and season with 1\/4 teaspoon salt and black pepper, to taste."

135,2,Mix in apples and top with pecans and blue cheese.

136,0,Preheat the oven to 375\u00b0F.

136,1,Line a large baking sheet with a silicone liner or parchment paper.

136,2,"Toss the onions and sweet potatoes in oil and salt and spread out on the prepared baking sheet. Roast for about 50 min, until the vegetables are cooked but not burnt. You don\u2019t want any black bits. You are going to put them into the pot to boil and cook further."

136,3,"Transfer the vegetables to a large saucepan and add the vegetable broth, ginger, turmeric, and cayenne."

136,4,"Bring the mixture to a boil, and then reduce the heat to medium-high, and simmer, partially covered, for about 15 minutes to allow the flavors to infuse."

136,5,Remove the soup from the heat and stir in the macadamias. Allow the mixture to stand for 10 minutes to soften the nuts and cool the soup slightly.

136,6,"Pour the soup into your blender in batches and puree on high for 1 to 2 minutes, until smooth and creamy. (For conventional blenders, remove the small center lid cap and cover the opening with a kitchen towel so steam can escape while you blend.)"

136,7,"Return the soup to the saucepan, season to taste, and warm it over low heat."

136,8,"To serve, ladle the soup into bowls and add a splash of the lime juice, top with cilantro and macadamias if using."

137,0,Combine the ingredients for the Lemon-Caper Mayo in a small bowl and refrigerate until ready to eat.

137,1,"Pat the salmon dry with a paper towel. Cut the fish into 4 pieces, about 4 x 4 inches. Season with 1\/2 teaspoon salt."

137,2,Place the egg whites in a shallow bowl.

137,3,In a second shallow bowl combine the panko with remaining 1\/2 teaspoon salt.

137,4,"Dip the fish into the egg whites, then the panko. Set aside."

137,5,"Spray the basket with oil. Lay the fish on the basket in a single layer, in batches as needed."

137,6,"Spray the tops of the fish with oil and air fry 400F 8 minutes, turning half way, until golden and crisp."

137,7,Serve fish on buns with lettuce and divide the sauce.

138,0,Mix all dry ingredients (first 5 ingredients) in a bowl.

138,1,"Combine buttermilk, egg whites, canned pumpkin, maple syrup, oil and vanilla in a bowl and mix until smooth."

138,2,Combine wet ingredients with the dry and mix well with a spoon until there are no more dry spots then fold in pecans. Don't over-mix.

138,3,Heat a large skillet on medium-low heat. Spray oil to lightly coat and pour 1\/4 cup of pancake batter.

138,4,"When the pancake starts to bubble and the edges begin to set, about 2 minutes then flip the pancakes and cook an additional 1 1\/2 to 2 minutes. Repeat with the remainder of the batter."

138,5,"To serve, top with warmed maple syrup."

139,0,Dice the chicken into small pieces. Combine taco seasoning in a small bowl and set aside.

139,1,"To make the pico de gallo, set 3 tablespoons of the diced onion aside and place it in a bowl with tomato, cilantro, 2 teaspoons lime juice, 1\/4 teaspoon salt. Set aside."

139,2,"Add oil to a large skillet over medium-high heat. When hot, add the chicken and cook until it starts to brown, 2 to 3 minutes."

139,3,"Add the remaining onion, poblano pepper and taco seasoning to the skillet and cook until it softens, 2 to 3 minutes. Add 1\/2 cup water and corn. Cook 1 to 2 minutes then remove from heat."

139,4,"Divide rice in 4 bowls, top with chicken, cheese, pico de gallo and optional sour cream."

140,0,Preheat oven to 325\u00b0. Line a muffin tin with 12 liners.

140,1,"Mash bananas in a bowl, set aside."

140,2,"In a medium bowl, combine flour, baking soda and salt with a wire whisk. Set aside."

140,3,In a large bowl cream butter and sugar with an electric mixer.

140,4,"Add egg whites, bananas, apple sauce, vanilla, and 8 tablespoons peanut butter, and beat at medium speed until thick. Scrape down sides of the bowl."

140,5,"Add flour mixture, then blend at low speed until combined. Do not over mix."

140,6,"Pour batter into muffin tin halfway, then add 1\/2 teaspoon of the remaining peanut butter into the center of each muffin."

140,7,"Top off each muffin with remaining batter, and bake on the center rack for 25 minutes, or until a toothpick inserted in the center comes out clean."

142,0,Dry chickpeas well on a towel or with paper towels.

142,1,Preheat the oven to 400F with a rack set in the lower third.

142,2,"On a sheet pan, combine the broccolini, chickpeas, tomatoes and red onion with the olive oil and toss."

142,3,"Season with 1\/2 teaspoon salt and black pepper to taste, and spread out on the sheet pan."

142,4,Nestle the feta slices into the vegetables.

142,5,"Roast, stirring vegetables and chickpeas halfway but leaving the feta in place, until the tomatoes start to blister and the broccolini is browned, about 25 to 30 minutes."

142,6,Squeeze the juice from the lemon half for over everything and top with lemon zest.

143,0,Preheat the oven to 400\u00b0F.

143,1,"In a large bowl, toss the butternut squash with oil, maple, salt and fresh ground pepper. Place in a baking dish, cover with foil and roast in the center of the oven for 25 minutes."

143,2,"Remove foil, turn the squash and bake an addition 15 minutes, or until fork tender (time will vary depending on the size you cut the squash)."

144,0,Preheat oven to 350F. Line a muffin tin with paper liners and lightly spray liners with oil for easy removal.

144,1,"In a medium bowl, combine flours, sugar, baking soda, pumpkin spice, nutmeg, cinnamon, and salt with a wire whisk. Set aside."

144,2,"In a large bowl mix pumpkin puree, oil, egg and vanilla; beat at medium speed until thick. Scrape down sides of the bowl."

144,3,"Add flour mixture to the wet mixture, then blend at low speed until combined; do not over mix."

144,4,"In a large bowl, beat the cream cheese until smooth. Slowly beat in the sugar, egg yolk and vanilla extract until combined."

144,5,Pour batter into prepared muffin tin. Drop about 1 tablespoon of the cream cheeseto the tops of each muffin. Using a toothpick gently swirl the frosting from the edge to the center into the batter.

144,6,"Bake on the center rack for 24 to 26 minutes, or until a toothpick inserted in the center comes out clean."

144,7,Let them cool before serving.

145,0,Heat a large pot over medium-high heat and spray with oil.

145,1,"Add the sausage links, crumble, and cook until browned, about 7 minutes,\u00a0 stirring often. Using a slotted spoon, remove the sausage and set aside in a bowl."

145,2,"Immediately add 1 teaspoon oil, and then the onion and garlic. Cook until the vegetables soften, about 5 minutes."

145,3,Add the Italian seasoning and stir well to coat the vegetables. Add the beans and broth to the pot and stir.

145,4,"Using an immersion blender, blend the soup until creamy. If you don\u2019t have an immersion blender, transfer the soup mixture to a high-speed blender and blend until creamy. Return to the pot."

145,5,"Add the cooked sausage, potatoes, and salt and pepper, and bring the soup to a boil."

145,6,"Reduce the heat to a simmer, cover, and let the soup simmer for about 30 minutes or until the potatoes are tender."

145,7,"Once the potatoes are tender, add the spinach to the pot. Simmer for 1 minute and then serve."

146,0,Preheat oven to 425F. Line rimmed baking sheet with parchment paper or aluminum foil for easiest cleanup.

146,1,"Combine mayo, Parmesan, garlic and herbs in a small bowl."

146,2,"Place salmon, skin side down, onto lined baking sheet. Cover salmon with another piece of parchment or foil. Partially bake salmon for 8 minutes."

146,3,Remove from oven and remove top piece of parchment paper.

146,4,Spread the top with the Parmesan herb mixture.

146,5,"Return to oven uncovered and bake until the top has browned, and the salmon flakes easily with a fork."

146,6,"The salmon should register 135\u00ba F when checked with an internal thermometer probe, about 15 to 18 minutes if the fish is 1 1\/2 inches thick, less or more depending on the thickness."

147,0,To make the 7 minute egg: Bring a small pot of water to boil over high heat.

147,1,Carefully add the egg and boil for 7 minutes.

147,2,Remove egg with a slotted spoon or small ladle and place immediately in a bowl of ice water and set aside.

147,3,"Meanwhile, put bread in the toaster and toast to desired doneness."

147,4,Heat a small skillet over medium heat. Spray lightly with olive oil then lay the sliced halloumi in the pan.

147,5,"Cook for 45 seconds then, using a spatula, carefully flip and cook an additional 30 seconds, or until each side is nicely browned."

147,6,Peel the cooked egg and slice in half.

147,7,Place halloumi on the toasted bread then layer with the red pepper slices and avocado.

147,8,"Top with halved egg, microgreens, sunflower seeds, salt and pepper to taste."

148,0,"In a medium saucepan, spray oil and saut\u00e9 garlic."

148,1,"Add chipotle chiles, chili powder, cumin, chicken broth, tomato sauce, salt and pepper and bring to a boil."

148,2,Reduce the heat to low and simmer for 5-10 minutes. Set aside until ready to use.

148,3,Preheat oven to 400\u00b0F.

148,4,"Cut zucchini in half lengthwise and using a small spoon or melon baller, scoop out flesh, leaving 1\/4\"" thick."

148,5,Chop the scooped out flesh of the zucchini in small pieces and set aside.

148,6,"In a large saute pan, heat oil and add onion, garlic and bell pepper."

148,7,"Cook on medium-low heat for about 2-3 minutes, until tender."

148,8,Add chopped zucchini and cilantro; season with salt and pepper and cook about 4 minutes.

148,9,"Add the cumin, oregano, chili powder, water, and tomato paste and cook a few more minutes, then add in chicken; mix and cook 3 more minutes."

148,10,"Place 1\/4 cup of the enchilada sauce on the bottom of a large (or 2 small) baking dish, and place zucchini halves cut side up."

148,11,"Using a spoon, fill each hollowed zucchini with 1\/3 cup chicken mixture, pressing firmly."

148,12,"Top each with 2 tablespoons of enchilada sauce, and 1 1\/2 tablespoons each of shredded cheese."

148,13,Cover with foil and bake 35 minutes until cheese is melted and zucchini is tender.

148,14,"Top with scallions and cilantro for garnish and serve with Greek yogurt or sour cream, if desired."

149,0,Mix the milk and protein powder with a frother or in a blender.

149,1,Stir in chia seeds and refrigerate 15 minutes.

149,2,Top with berries and enjoy!

150,0,Spritz fish all over with oil. Season all over with seasoning. Cut 1 lime into wedges and halve the other.

150,1,Combine mayo and sriracha or chipotle and squeeze 1\/4 of the lime. Add a little water until it\u2019s easy to drizzle later.

150,2,Air fry the fish 6 minutes 400F shaking the basket half way.

150,3,"Meanwhile, combine slaw with 1\/2 tablespoon olive oil, remaining half lime and 1\/2 teaspoon salt."

150,4,"Divide on 4 plates, add fish on the side and drizzle the spicy mayo over the fish."

150,5,Serve with lime wedges and garnish with cilantro.

150,6,"No air fryer, no problem! Heat a skillet on high heat, spray with oil and cook 5 to 6 minutes."

151,0,"Heat a large pot over high heat and add chicken broth, water, 1 clove crushed garlic, 2 tbsp chopped parsley, 1\/4 of the chopped onion, tomato sauce, crushed red pepper flakes and fresh black pepper to a boil, When it comes to a boil simmer about 5 minutes."

151,1,"Meanwhile, make the meatballs by combining ground turkey, Parmesan cheese, egg, remaining garlic, remaining onion, remaining parsley, breadcrumbs, salt and pepper. Form into little 1 inch meatballs (about 36)."

151,2,"Drop meatballs into the broth, cook about 3 minutes; add pasta and cook according to package directions."

151,3,"Add fresh basil, adjust salt and pepper to taste and serve with grated Parmesan cheese."

152,0,"In a shallow dish, gently toss tomatoes with 1 1\/2 tablespoons lemon juice,\u00a0sugar, 1 tablespoon olive oil, 1 teaspoon kosher salt and black pepper; reserve."

152,1,"In a small bowl, combine shallots with remaining lemon juice,\u00a0remaining olive oil, 1\/8 teaspoon salt &amp; pepper; reserve."

152,2,Drain tomatoes and pat them dry.

152,3,"Place pie dough on a parchment-lined baking sheet.\u00a0Leaving a\u00a02-inch rim of dough, spread pesto evenly in the center;  layer\u00a0with tomatoes and shallots on top of the pesto. Fold\u00a0the\u00a0rim of dough into rustic\u00a0pleats, covering some of the filling. Refrigerate, minimum 15 minutes to set."

152,4,"Preheat oven to 375\u00b0F; bake galette until crust is golden, 35-40 mins."

152,5,Garnish with\u00a0sumac\u00a0& basil; slice into 8 and serve warm or at room temperature.

153,0,Season zucchini with salt and pepper. Heat a grill pan over medium-high heat.

153,1,"Spray with oil and add the zucchini, grill on each side about 2 minutes each, until grill marks form. Set aside."

153,2,Spray one side of each slice of bread.

153,3,Heat a large non-stick skillet over medium-low heat. Place 2 slices of bread oiled side down on the skillet.

153,4,"Top each piece of bread with 1 ounce of cheese, divide the zucchini on top, grilled chicken, tomato slices and basil and the remaining cheese."

153,5,"Top with the remaining bread oil side up. Use a heavy pot or skillet to press it down and cook until the bottom piece of bread is golden, about 4 to 5 minutes."

153,6,"Use a spatula to carefully flip the sandwich over. Cook until the other slice of bread is golden brown, about 3 to 4 minutes."

153,7,Cut in half diagonally and serve with your favorite soup.

154,0,Spray the air fryer basket with olive oil.

154,1,"Cut the ends off the plantain then using a sharp pairing knife, cut a slit along the length to peel."

154,2,Remove the skin carefully and transfer to the air fryer basket.

154,3,"Spray with more oil on top and air fryer 370F about 8 minutes on each side, until tender."

154,4,Then slice them and enjoy.

155,0,Preheat oven to 350F. Remove the pie dough and allow to sit at room temperature while you prep your ingredients.

155,1,Roll the dough out on a well-floured work surface until it\u2019s approximately 12- inches in diameter.

155,2,"Transfer it to a 9-inch deep pie dish. Using your fingers, press it firmly into the bottom and sides of the pie plate. Trim off any excess, leaving about 1\/2-inch overhanging. Then fold\/crimp the overhanging dough."

155,3,Prick the bottom of the pie crust with the tines of a fork. Place crust on a small sheet pan (this makes is much easier to transfer to the oven once it\u2019s filled).

155,4,"Transfer the pie crust to your pre-heated oven and bake for 10 to 15 minutes, until par-baked. Then remove."

155,5,"Meanwhile, heat the oil in a large skillet over medium heat."

155,6,"Add the onion and garlic and saut\u00e9 30 seconds.\u00a0 Add the zucchini, \u00bd teaspoon salt and pepper, to taste and toss to evenly combine."

155,7,"Cook for 7-8 minutes, stirring every couple minutes, until the zucchini has softened and flavors combined. With a slotted spoon, transfer three-quarters of the zucchini to par-baked crust."

155,8,"In a medium bowl, add the eggs, milk, ricotta, mozzarella, 2 tablespoons Parmesan, basil and \u00bd teaspoon salt and pepper, to taste. Using a fork, mix to combine until uniform."

155,9,Pour egg mixture into the crust over the zucchini. Top with remaining zucchini and 2 tablespoons Parmesan.

155,10,Cover the crust with aluminum foil so it doesn\u2019t burn and place in oven quiche in oven.

155,11,"Bake 350F 50 minutes to 1 hour, or until set and top is browned."

155,12,"Remove from oven and allow to cool for at least 10 minutes before slicing and serving. Top with basil, slice into 6 pieces and serve."

156,0,Preheat oven to 325\u00b0F. Spray a 9x5-inch loaf pan with cooking spray.

156,1,"Combine flour, sugar, baking powder, baking soda, cinnamon and salt in a large bowl. Mix well."

156,2,Add 1\/2 cup walnuts and gently mix to combine.

156,3,"In a medium bowl, mix egg, vanilla, melted butter, apple sauce and zucchini."

156,4,Add to the flour mixture and stir until just blended.

156,5,Pour batter into the prepared 9x5-inch loaf pan and top with remaining nuts.

156,6,"Bake 45-55 minutes, or until a toothpick inserted in the center comes out clean."

156,7,Cool for about 10 minutes. Remove loaf from pan and let it cool before slicing.

157,0,Heat a medium heavy pot or Dutch oven on medium heat.

157,1,Add oil and saut\u00e9 scallions and garlic for 1 minute.

157,2,"Add the corn, potatoes, milk, bouillon, 1 teaspoon salt and 1 tablespoon of cilantro in a large pot and bring to a boil."

157,3,"Reduce heat to medium-low, cover and simmer for approximately 25 minutes or until the potatoes are tender, stirring occasionally."

157,4,Remove from heat and reserve 6 tablespoons of the corn kernels for topping.

157,5,"Pur\u00e9e in the blender in two batches until really smooth, careful not to burn yourself; return to the pot."

157,6,"Adjust salt and pepper, to taste and heat over low heat 2-3 minutes, stirring occasionally."

157,7,Pour into 6 bowls and garnish each bowl with 1 tablespoon each of corn kernels and cheese.

157,8,Top with fresh cilantro and\/or scallions.

158,0,"Combine all the ingredients and serve chilled with wonton chips, if desired."

159,0,Bring a large pot of salted water to a boil.

159,1,"When boiling, blanch the broccoli 15 to 30 seconds and remove with a slotted spoon and rinse under cold water to stop it from cooking."

159,2,Add the tortellini to the boiling water and cook according to package directions.

159,3,Drain and rinse under cold water then add to a large bowl with the remaining ingredients.

159,4,Mix well and refrigerate until chilled. Serve cold.

160,0,Preheat the oven to 400F. Spray a sheet pan with oil.

160,1,Cut the wontons in half on the diagonal.

160,2,"Place on the sheet pan and spritz with more oil, season with sesame seeds and salt."

160,3,"Bake 6 to 8 minutes, until golden and crisp."

161,0,"In a medium saucepan combine lentils, bay leaf, and thyme."

161,1,Add enough water to cover by 1 inch.

161,2,"Bring to boil, reduce heat and simmer uncovered until lentils are tender but not mushy, about 16 to 20 minutes."

161,3,Drain lentils and discard bay leaf and thyme.

161,4,"Place in a large work bowl with carrots, celery, red pepper, red onion, parsley, garlic, lemon juice, olive oil, salt and pepper."

161,5,Toss to combine and serve chilled or room temperature.

162,0,Add oil to a medium skillet over medium low heat. Add the panko and \u00bd teaspoon salt.

162,1,"Toast panko for about 4 minutes or until just golden, stirring every 30 seconds to evenly brown.\u00a0 Transfer crumbs to a plate."

162,2,"Cut chicken into \u00be-inch cubes (about the size of a small dice), season with \u00bc teaspoon salt and pepper, to taste, then set up your dredging station. You should have about 60 cubes."

162,3,Place flour and \u00bc teaspoon salt on a large plate.

162,4,"Place egg in a bowl, add 1 teaspoon water and beat until uniform."

162,5,"Add the garlic powder, onion powder, oregano and cayenne (if using) and black pepper, to taste, to the toasted panko and place the plate on the other side of the egg bowl."

162,6,"Working with about 15 pieces at a time, dredge in flour, lightly coating all sides."

162,7,"Then, egg, allowing excess to drip off (I like to use tongs and wipe the excess off on the side of the bowl).\u00a0 Next add the pieces to the panko mixture and coat all sides evenly, pressing crumbs to make sure they adhere evenly. Repeat with remaining pieces."

162,8,Preheat air fryer to 400 degrees F.  Spray the basket with olive oil.

162,9,"Add about 30 pieces to the air fryer basket, making sure to leave space between each piece so they get crispy. Spray the top with oil."

162,10,"Cook for 5 minutes, shaking the basket halfway through cook time.\u00a0 Serve immediately."

163,0,Preheat oven to 350\u00b0F.

163,1,Mix everything together in a bowl.

163,2,Spray 9 x 13-inch baking dish with cooking spray and pour mixture.

163,3,"Bake until golden brown and a toothpick inserted in the center comes out clean, approximately 45 to 50 minutes."

163,4,Cut into 12 equal pieces.

164,0,In 2 small bowls or jars combine 1\/2 cup pineapple juice with 2 tablespoons chia and stir.

164,1,"Let sit 30 minutes then stir again, cover and refrigerate overnight."

164,2,Serve topped with cottage cheese and pineapple.

165,0,"Wash scallops and pat dry with a paper towel.  Season with 1\/4 teaspoon kosher salt and black pepper, to taste."

165,1,"Heat a large skillet on a high heat. When pan is hot, melt the butter and place the scallops in the pan."

165,2,Sear without touching them for a few minutes until the bottom forms a nice caramel colored crust.

165,3,"Turn over and cook about another minute or 2, until the center is slightly translucent (you can check this by viewing them from the side) and the bottom is seared. Be careful not to overcook."

165,4,Remove from the pan and set aside on a warm plate.

165,5,"Add 1 teaspoon oil and the corn, season with 1\/4 teaspoon salt and cook, until just about tender, 2 to 3 minutes."

165,6,"Add the Boursin cheese and 3 to 4 tablespoons water and cook, 1 to 2 minutes more, stirring."

165,7,"Remove from heat, stir in the tomatoes and divide on 4 plates. Top with scallops and fresh chives, for garnish."

166,0,"Combine the ricotta, mozzarella, parmesan and parsley in a medium bowl."

166,1,Season both sides of the zucchini with salt and pepper.

166,2,"In a shallow plate, beat the eggs and 1 teaspoon of water together. Place the bread crumbs in another plate."

166,3,"Place each zucchini round in the egg, then the breadcrumbs."

166,4,"Spray a generous amount of olive oil spray on each side and transfer to the air fryer basket in an even layer, in batches as needed."

166,5,Preheat the oven to 425F.

166,6,"Air fry\u00a0380F for 12 minutes turning half way, until crisp, golden and tender in the center. Set aside. Transfer to a baking sheet."

166,7,"Spoon each piece with 1 generous tablespoon of sauce, then 1 tablespoon of the cheese mixture."

166,8,"Bake until the cheese is melted and golden, about 5 to 6 minutes. Garnish with parsley if desired."

166,9,"If you prefer to do this all in the air fryer, you can air fryer in batches 350F until the cheese is melted, about 1 to 2 minutes. \u00a0Garnish with parsley if desired."

166,10,"Bake the zucchini in a preheated oven 425F on a sheet pan sprayed with oil until golden, 18 minutes flipping halfway."

167,0,Preheat the oven to 350F.

167,1,In a small bowl combine 2 tablespoons of the ketchup with Worcestershire sauce.

167,2,"In a medium bowl combine the turkey, zucchini, dried onion, oats or breadcrumbs, egg, 1\/4 cup ketchup, salt and marjoram."

167,3,Shape into a loaf and place on a baking sheet. Spoon sauce on top.

167,4,"Bake uncovered for 55-60 minutes, remove from oven and let it sit for 5 minutes before slicing."

168,0,Heat a small skillet over medium heat and spray lightly with oil.

168,1,"Add the peaches, brown sugar, and cinnamon and mix to combine. Leave undisturbed and cook for 1 minute. Mix and cook an additional minute. Transfer to bowl or plate and allow to cool for 5 minutes."

168,2,Scoop 1 cup of cottage cheese into 2 bowls.

168,3,"Top each bowl with \u00bd the peaches and 1 tablespoon each of pistachios. Drizzle with honey, if desired."

169,0,"Heat olive oil in a medium skillet and add the sofrito, saut\u00e9 3 to 4 minutes, stirring."

169,1,"Add the remaining ingredients and bring to a boil, cover and simmer 20 minutes, until the flavors meld and thicken."

169,2,"If you want thicker beans, uncover and simmer until thickened to your taste. For soupier beans, add more water."

169,3,Serve over white rice.

170,0,Roughly chop all ingredients and combine in a large bowl.

170,1,"Pulse in the blender or food processor in about 4 to 5 batches until finely chopped and semi-smooth but still chunky, but don\u2019t over-blend it into a puree. You may have to stop and use a spoon to mix things around to get it to blend evenly. If you must, you can add a few teaspoons of water to each batch to help it blend."

170,2,Transfer the sofrito into ice cube trays to freeze for later use.

170,3,Can be frozen up to 6 months. Refrigerate up to 7 days.

171,0,Season chicken with vinegar and soy sauce.

171,1,"Add sazon, 1 teaspoon\u00a0of adobo, garlic powder, oregano and adobo and mix well. (Don't use your hands or they will turn orange)"

171,2,Let chicken marinate while you heat the grill.

171,3,"Broil or grill on low until chicken is cooked through, turning a few times, careful not to burn, about 30 minutes. Enjoy with rice and salad."

172,0,Bring a large pot of salted water to a boil.

172,1,"In a large skillet over medium heat, add 2 teaspoons of the olive oil and garlic, and cook until golden and fragrant, about 1 minute."

172,2,"Add the tomatoes and 1\/4 teaspoon salt and cook 3 minutes, until the tomatoes soften."

172,3,"Add the corn and zucchini and cook until tender crisp, 2 to 3 minutes."

172,4,"Add the marinara, season with salt and pepper and cook until heated through, about 1 minute."

172,5,"Meanwhile, cook the cavatelli according to package directions, reserving some of the water before draining, then toss with the marinara and vegetables."

172,6,"Add the grated cheese, remaining teaspoon olive oil, 1\/4 teaspoon salt and black pepper to taste and cook 1 minute, adding some of the reserved pasta water as needed."

172,7,Serve right away with fresh basil and additional grated cheese if desired.

174,0,Combine all the ingredients and season with salt and pepper to taste.

174,1,Keep refrigerated until ready to serve.

175,0,"In a small bowl, combine yogurt, garlic, dill, lemon juice, salt and freshly ground pepper. Set aside."

175,1,"In an 8\u201dx8\u201d or 7\"" x 11\""glass dish, layer the hummus, yogurt mixture, red onion, cucumber, tomatoes, feta and olives."

175,2,Serve with whole grain pita chips or baked corn chips.

176,0,"How To Bake a Potato In an Air Fryer: Using a fork, pierce the potatoes all over."

176,1,Spray each potato with a few spritzes of oil and season with 1\/4 teaspoon salt.

176,2,"Arrange in the basket, and air fry 400F until a knife can easily be inserted into the center of each potato, about 35 to 40 minutes, turning halfway through cooking time."

176,3,"Serve the potatoes, split open topped with remaining salt and pepper and your favorite toppings."

177,0,Set the grill to medium-high. Husk the corn.

177,1,"Grill 10 to 12 minutes, turning often, until charred in spots. Transfer to a cutting board and set aside to cool."

177,2,"Cut the kernels off the cobb. Put the corn, scallions and cotija cheese in a medium salad bowl. Drizzle with the olive oil and toss."

177,3,"Add the tajin (chili lime seasoning), cilantro and toss again. Taste for salt and pepper and adjust as needed."

177,4,Serve topped with more chili lime seasoning and fresh lime wedges if desired.

